Team Name,Batter Name,,AB,Runs,Hits,RBI,2B,3B,HR,W,K,RE,SF,SB,CS,Bunting,Stealing,Running,Hit Run,LRS,P,C,1B,2B,SS,3B,LF,CF,RF,ChB,ChL,ChR,AVG,SLG,OBP,Games,HBP,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,T Rating,Passball,Power Left,Power Right,Outfield Arm,Catcher Arm
1997 Philanta                           ,Amaro, Ruben                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,D,E,13,C,S,0,0,4,0,0,0,3,4,3,27    ,40.25 ,29.25 ,0.000,0.000,0.000,0,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,Otero, Ricky                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,B,E,15,B,S,0,0,0,0,0,0,0,4,0,36.4  ,41.6  ,34.3  ,0.000,0.000,0.000,0,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,McGriff, Fred                 ,37,5,7,3,1,1,1,3,4,1,0,1,0,D,D,10,C,L,0,0,4,0,0,0,0,0,0,39.7  ,41.9  ,39    ,0.189,0.351,0.286,9,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,Jefferies, Gregg              ,0,0,0,0,0,0,0,0,0,0,0,0,0,D,B,13,B,S,0,0,0,0,0,0,5,0,5,33.4  ,42.1  ,29.75 ,0.000,0.000,0.000,0,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,Graffanino, Tony              ,44,2,9,6,0,1,0,2,16,0,0,2,2,C,C,14,D,R,0,0,5,2,3,3,0,0,0,38.2  ,42.15 ,39.4  ,0.205,0.250,0.271,10,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,Stocker, Kevin                ,4,0,0,0,0,0,0,0,0,0,0,0,0,B,B,13,C,S,0,0,0,0,3,0,0,0,0,34    ,43.75 ,30.75 ,0.000,0.000,0.000,1,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,Lofton, Kenny                 ,35,3,9,6,0,1,0,6,6,2,0,1,1,A,B,15,C,L,0,0,0,0,0,0,0,2,0,51.05 ,44.1  ,52.5  ,0.257,0.314,0.409,9,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,Jones, Andruw                 ,3,2,3,3,0,0,1,1,0,0,0,0,0,B,A,16,D,R,0,0,0,0,0,0,1,1,1,32.9  ,47.55 ,29.6  ,1.000,2.000,1.000,1,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,Rolen, Scott                  ,36,10,15,9,1,0,3,6,9,0,0,4,1,D,B,15,D,R,0,0,0,0,0,3,0,0,0,43.1  ,48.15 ,46.7  ,0.417,0.694,0.543,9,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,Lopez, Javy                   ,22,4,4,4,0,0,2,2,5,1,0,0,0,D,E,10,C,R,0,4,0,0,0,0,0,0,0,37.25 ,49.6  ,38.2  ,0.182,0.455,0.280,6,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,Barron, Tony                  ,4,1,3,2,1,1,0,1,0,0,0,0,0,D,E,11,D,R,0,0,0,0,0,0,0,0,0,35    ,50    ,30.8  ,0.750,1.500,0.800,1,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,Morandini, Mickey             ,19,3,9,6,1,0,1,4,2,0,0,1,0,A,B,14,C,L,0,0,0,2,4,0,0,0,0,43.2  ,52.4  ,40.4  ,0.474,0.684,0.583,6,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Philanta                           ,Blauser, Jeff                 ,37,10,14,4,2,1,1,9,7,2,0,0,0,B,D,13,C,R,0,0,0,0,3,0,0,0,0,46.25 ,58.5  ,50.9  ,0.378,0.568,0.521,10,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
