Team Name,Batter Name,,AB,Runs,Hits,RBI,2B,3B,HR,W,K,RE,SF,SB,CS,Bunting,Stealing,Running,Hit Run,LRS,P,C,1B,2B,SS,3B,LF,CF,RF,ChB,ChL,ChR,AVG,SLG,OBP,Games,HBP,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,T Rating,Passball,Power Left,Power Right,Outfield Arm,Catcher Arm
1997 SanLouis                           ,Vizcaino, Jose                ,5,0,2,1,0,0,0,0,0,0,0,0,0,A,C,13,B,S,0,0,0,2,2,0,0,0,0,33    ,34.2  ,31.4  ,0.400,0.400,0.400,1,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 SanLouis                           ,Lewis, Mark                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,D,D,11,D,R,0,0,0,4,0,4,0,0,0,30.3  ,36.5  ,30.5  ,0.000,0.000,0.000,0,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 SanLouis                           ,Javier, Stan                  ,23,4,8,8,1,0,0,2,2,0,0,2,1,C,A,15,C,S,0,0,4,0,0,0,2,3,2,42.75 ,37.8  ,44.9  ,0.348,0.391,0.444,5,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 SanLouis                           ,Aurilia, Rich                 ,8,1,1,1,0,0,1,0,0,1,0,0,0,C,E,13,B,R,0,0,0,0,3,0,0,0,0,34.2  ,38.2  ,32.1  ,0.125,0.500,0.222,2,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 SanLouis                           ,DeShields, Delino             ,25,3,10,5,1,1,0,1,1,0,0,2,0,A,2,17,C,L,0,0,0,3,0,0,0,0,0,40.2  ,39.4  ,39.6  ,0.400,0.520,0.464,6,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 SanLouis                           ,Gaetti, Gary                  ,4,1,1,1,0,0,0,1,0,0,0,0,0,C,C,10,C,R,0,0,4,0,0,2,0,0,0,27.7  ,39.7  ,28.6  ,0.250,0.250,0.400,1,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 SanLouis                           ,Jordan, Brian                 ,6,0,0,0,0,0,0,0,1,0,0,0,0,D,B,13,C,R,0,0,0,0,0,0,0,3,0,23.5  ,39.75 ,28.8  ,0.000,0.000,0.000,1,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 SanLouis                           ,Powell, Dante                 ,30,7,12,2,1,0,1,7,6,0,0,1,1,C,D,16,D,R,0,0,0,0,0,0,0,3,0,44.25 ,41.85 ,48    ,0.400,0.533,0.526,7,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 SanLouis                           ,Lankford, Ray                 ,29,4,6,4,1,0,0,7,13,0,0,2,1,D,A,15,C,L,0,0,0,0,0,0,0,2,0,51    ,42.6  ,52.4  ,0.207,0.241,0.395,7,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 SanLouis                           ,Mueller, Bill                 ,26,5,8,2,2,1,0,6,5,0,0,0,0,B,C,14,C,S,0,0,0,0,0,2,0,0,0,43.25 ,43.65 ,42.75 ,0.308,0.462,0.438,7,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 SanLouis                           ,McGwire, Mark                 ,27,11,10,6,3,0,3,8,9,3,0,0,0,D,D,8,D,R,0,0,2,0,0,0,0,0,0,44.05 ,53.05 ,46.1  ,0.370,0.815,0.553,7,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 SanLouis                           ,Bonds, Barry                  ,19,5,6,5,1,0,2,4,2,0,0,1,0,D,2,17,C,L,0,0,0,0,0,0,1,0,1,53.1  ,54.65 ,53.45 ,0.316,0.684,0.458,5,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
