Team Name,Batter Name,,AB,Runs,Hits,RBI,2B,3B,HR,W,K,RE,SF,SB,CS,Bunting,Stealing,Running,Hit Run,LRS,P,C,1B,2B,SS,3B,LF,CF,RF,ChB,ChL,ChR,AVG,SLG,OBP,Games,HBP,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,T Rating,Passball,Power Left,Power Right,Outfield Arm,Catcher Arm
1997 Baltland                           ,Mashore, Damon                ,33,4,5,3,1,0,1,5,7,0,0,0,0,B,C,14,C,R,0,0,0,0,0,0,2,3,2,40.6  ,52.05 ,42.15 ,0.152,0.273,0.263,9,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Baltland                           ,Baines, Harold                ,12,2,5,2,2,0,1,2,1,0,0,0,0,D,E,8,C,L,0,0,0,0,0,0,0,0,0,41.2  ,28.7  ,42.55 ,0.417,0.833,0.500,3,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Baltland                           ,Walton, Jerome                ,12,2,5,4,0,0,0,0,1,0,0,0,0,C,E,12,C,R,0,0,4,0,0,0,3,3,3,34.8  ,29.85 ,43.25 ,0.417,0.417,0.417,4,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Baltland                           ,Grieve, Ben                   ,20,4,7,3,1,0,1,3,8,0,0,0,0,D,E,12,C,L,0,0,0,0,0,0,0,0,0,47    ,50.1  ,44.3  ,0.350,0.550,0.435,5,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Baltland                           ,Hoiles, Chris                 ,30,3,6,4,3,0,1,8,9,1,0,0,0,D,E,9,D,R,0,3,4,0,0,5,0,0,0,39.8  ,45.2  ,44.7  ,0.200,0.400,0.385,10,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Baltland                           ,Anderson, Brady               ,23,4,6,3,2,0,0,1,1,2,0,0,0,C,B,16,C,L,0,0,0,0,0,0,0,1,0,43    ,44.2  ,46.4  ,0.261,0.348,0.346,5,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Baltland                           ,Stairs, Matt                  ,28,3,6,2,1,0,0,1,5,0,0,0,0,C,D,10,C,L,0,0,4,0,0,0,4,0,4,45.75 ,40.35 ,48    ,0.214,0.250,0.241,7,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Baltland                           ,Williams, George              ,37,10,13,8,0,0,3,5,9,0,0,0,0,C,E,10,C,S,0,4,0,0,0,0,0,0,0,48.5  ,48.1  ,48.7  ,0.351,0.595,0.429,10,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Baltland                           ,Magadan, Dave                 ,19,2,7,3,0,0,1,1,5,0,0,0,0,C,E,8,B,L,0,0,4,0,0,4,0,0,0,51.7  ,34    ,54    ,0.368,0.526,0.400,4,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Baltland                           ,Alomar, Roberto               ,22,5,6,4,1,0,1,3,5,1,0,0,0,A,B,15,B,S,0,0,0,1,0,0,0,0,0,47    ,30.5  ,53.55 ,0.273,0.455,0.385,6,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Baltland                           ,Ledesma, Aaron                ,33,5,12,3,2,0,0,4,5,2,0,0,0,D,D,12,C,R,0,0,4,3,4,4,0,0,0,46.2  ,57.1  ,59.75 ,0.364,0.424,0.462,8,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
