Team Name,Batter Name,,AB,Runs,Hits,RBI,2B,3B,HR,W,K,RE,SF,SB,CS,Bunting,Stealing,Running,Hit Run,LRS,P,C,1B,2B,SS,3B,LF,CF,RF,ChB,ChL,ChR,AVG,SLG,OBP,Games,HBP,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,T Rating,Passball,Power Left,Power Right,Outfield Arm,Catcher Arm
1997 Texaheim                           ,Rodriguez, Ivan               ,11,1,2,1,0,1,0,0,0,0,0,0,0,C,C,12,C,R,0,1,0,0,0,0,0,0,0,37.5  ,40.65 ,41.65 ,0.182,0.364,0.182,3,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Texaheim                           ,Erstad, Darin                 ,25,3,6,1,0,0,0,1,2,0,0,0,1,B,A,15,C,L,0,0,4,0,0,0,0,3,0,39.5  ,40.85 ,38.75 ,0.240,0.240,0.269,7,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Texaheim                           ,Greene, Todd                  ,7,1,3,2,1,0,1,1,1,0,0,0,0,D,D,10,D,R,0,4,0,0,0,0,0,0,0,32.6  ,41.6  ,29.45 ,0.429,1.000,0.500,2,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Texaheim                           ,Clark, Will                   ,25,3,6,5,0,0,1,2,6,3,0,0,0,D,E,11,C,L,0,0,2,0,0,0,0,0,0,46.25 ,42.35 ,47.95 ,0.240,0.360,0.367,6,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Texaheim                           ,Grebeck, Craig                ,24,6,9,4,2,0,1,2,2,0,0,0,0,A,E,12,B,R,0,0,0,3,4,3,4,0,4,40.3  ,42.9  ,37.4  ,0.375,0.583,0.423,6,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Texaheim                           ,Hollins, Dave                 ,19,4,7,4,1,0,2,2,4,0,0,2,0,A,B,15,D,S,0,0,4,0,0,4,0,0,0,39.4  ,47.85 ,37.6  ,0.368,0.737,0.478,6,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Texaheim                           ,Phillips, Tony                ,23,1,2,1,1,0,0,4,8,0,0,1,0,B,C,13,C,S,0,0,0,4,0,4,4,5,4,46.4  ,49.2  ,44.4  ,0.087,0.130,0.250,6,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Texaheim                           ,Greer, Rusty                  ,30,2,4,4,2,0,0,3,8,1,0,0,0,D,C,14,C,L,0,0,0,0,0,0,3,4,3,49.5  ,50.9  ,48    ,0.133,0.200,0.235,7,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Texaheim                           ,Salmon, Tim                   ,24,4,5,0,1,0,0,6,4,1,0,1,0,D,D,13,C,R,0,0,0,0,0,0,0,0,0,47.3  ,52.75 ,48.35 ,0.208,0.250,0.406,7,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Texaheim                           ,Leyritz, Jim                  ,34,5,12,9,2,0,0,3,7,0,0,0,0,C,E,8,C,R,0,3,4,0,0,0,0,0,0,43.25 ,53.7  ,42.65 ,0.353,0.412,0.405,8,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Texaheim                           ,Henderson, Rickey             ,14,3,3,2,0,0,0,5,4,1,0,2,0,D,A,17,D,R,0,0,0,0,0,0,3,4,3,53.75 ,64.15 ,56.8  ,0.214,0.214,0.500,4,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
