Team Name,Batter Name,,AB,Runs,Hits,RBI,2B,3B,HR,W,K,RE,SF,SB,CS,Bunting,Stealing,Running,Hit Run,LRS,P,C,1B,2B,SS,3B,LF,CF,RF,ChB,ChL,ChR,AVG,SLG,OBP,Games,HBP,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,T Rating,Passball,Power Left,Power Right,Outfield Arm,Catcher Arm
1997 Cleonto                            ,Delgado, Carlos               ,6,0,1,0,1,0,0,1,1,0,0,0,0,D,E,10,D,L,0,0,4,0,0,0,0,0,0,34.5  ,35.1  ,36.3  ,0.167,0.333,0.286,2,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Green, Shawn                  ,16,3,5,0,1,0,0,0,6,0,0,3,1,D,B,13,D,L,0,0,0,0,0,0,4,0,4,35.6  ,36.2  ,28.3  ,0.313,0.375,0.421,4,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Borders, Pat                  ,21,0,6,5,2,0,0,1,3,0,0,0,0,D,E,9,C,R,0,3,0,0,0,0,0,0,0,34.75 ,38.55 ,37.95 ,0.286,0.381,0.318,6,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Seitzer, Kevin                ,16,1,3,2,1,0,0,2,2,0,0,0,0,C,E,8,B,R,0,0,5,0,0,5,0,0,0,34.2  ,39.2  ,31.05 ,0.188,0.250,0.278,5,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Samuel, Juan                  ,24,1,5,4,2,2,0,1,7,0,0,0,0,D,B,14,D,R,0,0,4,4,0,4,0,0,0,38.7  ,39.7  ,47.9  ,0.208,0.458,0.240,6,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Roberts, Bip                  ,40,3,10,1,1,0,0,1,9,1,0,3,0,D,A,15,C,S,0,0,0,5,0,4,4,4,4,36.5  ,40.6  ,36    ,0.250,0.275,0.333,10,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,O'Brien, Charlie              ,7,0,2,0,1,0,0,1,0,0,0,0,0,C,E,8,D,R,0,2,0,0,0,0,0,0,0,24.1  ,40.95 ,28.85 ,0.286,0.429,0.375,2,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Giles, Brian S.               ,25,6,10,5,0,1,2,6,3,0,0,3,0,C,B,13,D,L,0,0,0,0,0,0,3,3,3,48.2  ,41.9  ,42.8  ,0.400,0.720,0.559,7,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Alomar, Sandy                 ,43,5,11,8,1,0,3,1,4,0,0,0,0,A,E,10,B,R,0,1,0,0,0,0,0,0,0,38.9  ,42.8  ,39.85 ,0.256,0.488,0.273,10,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Thome, Jim                    ,7,4,5,4,0,0,2,3,0,0,0,0,0,D,E,10,D,L,0,0,3,0,0,0,0,0,0,52.9  ,42.8  ,55.8  ,0.714,1.571,0.800,3,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Justice, David                ,38,7,12,7,2,0,3,2,15,0,0,0,0,D,D,10,C,L,0,0,0,0,0,0,4,0,4,51.75 ,46.85 ,52.8  ,0.316,0.605,0.350,9,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Fernandez, Tony               ,5,1,1,0,0,0,0,0,2,0,0,0,0,A,C,13,C,S,0,0,0,2,3,0,0,0,0,32.75 ,53.8  ,23.35 ,0.200,0.200,0.200,1,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Evans, Tom                    ,34,10,12,7,1,0,2,3,3,0,0,0,0,D,E,11,D,R,0,0,0,0,0,3,0,0,0,33.25 ,54.75 ,37.05 ,0.353,0.559,0.405,8,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Ramirez, Manny                ,25,3,6,4,0,0,1,4,4,2,0,0,0,D,E,10,D,R,0,0,0,0,0,0,0,0,0,50.75 ,55.1  ,53.4  ,0.240,0.360,0.387,6,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
1997 Cleonto                            ,Stewart, Shannon              ,33,6,6,4,1,2,0,5,8,1,0,3,1,D,A,17,C,R,0,0,0,0,0,0,2,2,2,39.7  ,55.75 ,40.5  ,0.182,0.333,0.357,9,0,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
