Team Name,LastName,FirstName,AB,Runs,Hits,RBI,2B,3B,HR,W,K,RE,SF,SB,CS,Bunting,Stealing,Running,Hit Run,LRS,P,C,1B,2B,SS,3B,LF,CF,RF,ChB,ChL,ChR,AVG,SLG,OBP,Games,HBP,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,T Rating,Passball,Power Left,Power Right,Outfield Arm,Catcher Arm
Yorkcity,Curtis,Chad,13,2,3,4,1,0,2,1,0,0,0,0,0,D,B,15,C,R,0,0,0,0,0,0,2,3,2,40.80,49.70,40.55,0.231,0.769,0.286,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Halter,Shane,24,1,6,1,2,0,0,1,5,0,0,0,1,A,C,13,D,R,0,0,0,3,4,3,0,4,0,34.20,34.20,40.50,0.250,0.333,0.280,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Fielder,Cecil,13,1,2,4,0,0,1,2,2,0,0,0,0,D,E,8,D,R,0,0,4,0,0,0,0,0,0,37.75,44.00,40.90,0.154,0.385,0.267,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Boggs,Wade,14,4,4,1,1,0,0,1,4,0,0,0,0,C,E,10,B,L,0,0,0,0,0,3,0,0,0,43.20,45.75,41.00,0.286,0.357,0.333,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Posada,Jorge,16,1,2,1,0,0,0,3,9,0,0,0,1,D,E,10,D,R,0,3,0,0,0,0,0,0,0,38.25,33.50,41.80,0.125,0.125,0.263,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Myers,Rod,38,2,7,4,4,0,0,3,8,0,0,2,0,C,C,14,C,L,0,0,0,0,0,0,2,3,2,41.60,34.20,43.60,0.184,0.289,0.279,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Martinez,Tino,20,5,5,3,1,0,1,4,3,1,0,0,0,D,D,10,D,L,0,0,2,0,0,0,0,0,0,41.00,36.30,44.25,0.250,0.450,0.400,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Jeter,Derek,21,4,8,2,1,0,1,4,5,0,0,2,0,A,A,15,C,R,0,0,0,0,2,0,0,0,0,41.50,42.90,44.40,0.381,0.571,0.519,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Sojo,Luis,27,5,9,4,0,0,1,3,3,1,0,0,0,A,C,11,B,R,0,0,5,3,3,3,0,0,0,39.75,33.00,45.00,0.333,0.444,0.419,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Stanley,Mike,40,7,11,8,3,0,2,4,5,4,0,0,0,D,E,9,D,R,0,4,4,0,0,0,0,0,0,46.20,53.75,45.10,0.275,0.500,0.396,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Williams,Bernie,36,9,17,6,2,1,2,4,2,3,0,0,0,D,B,15,C,R,0,0,0,0,0,0,0,1,0,50.75,57.35,46.00,0.472,0.750,0.558,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Hansen,Jed,34,6,9,2,2,0,1,8,9,1,0,1,0,C,B,12,D,R,0,0,0,3,0,0,0,0,0,47.75,53.65,46.95,0.265,0.412,0.432,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Bell,Jay,32,2,5,0,0,0,0,4,7,1,0,1,1,B,C,11,B,R,0,0,0,0,2,3,0,0,0,42.25,35.15,48.50,0.156,0.156,0.289,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,Raines,Tim,34,3,8,5,2,0,0,3,3,0,0,1,0,D,B,13,C,R,0,0,0,0,0,0,3,0,3,51.50,53.75,49.60,0.235,0.294,0.316,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Yorkcity,O'Neill,Paul,23,4,6,6,1,0,2,3,0,0,0,1,0,D,C,11,C,L,0,0,4,0,0,0,0,0,0,48.50,38.70,51.90,0.261,0.565,0.370,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
