Team Name,LastName,FirstName,AB,Runs,Hits,RBI,2B,3B,HR,W,K,RE,SF,SB,CS,Bunting,Stealing,Running,Hit Run,LRS,P,C,1B,2B,SS,3B,LF,CF,RF,ChB,ChL,ChR,AVG,SLG,OBP,Games,HBP,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,T Rating,Passball,Power Left,Power Right,Outfield Arm,Catcher Arm
Baltland,Giambi,Jason,16,2,5,5,0,1,1,1,4,0,0,0,0,D,E,11,C,L,0,0,3,0,0,0,5,0,5,39.80,46.00,38.40,0.313,0.625,0.353,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Palmerio,Rafael,8,3,3,1,1,0,1,0,3,0,0,0,0,D,D,12,C,L,0,0,2,0,0,0,0,0,0,32.10,21.95,38.95,0.375,0.875,0.375,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Berroa,Geronimo,17,6,6,0,1,0,0,2,2,1,0,1,0,D,D,12,D,R,0,0,0,0,0,0,0,0,0,41.40,54.40,41.00,0.353,0.412,0.476,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Bournigal,Rafael,15,1,4,3,1,0,0,2,3,0,0,0,0,A,D,13,B,R,0,0,0,2,3,0,0,0,0,32.80,27.50,41.20,0.267,0.333,0.353,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Mashore,Damon,33,4,5,3,1,0,1,5,7,0,0,0,0,B,C,14,C,R,0,0,0,0,0,0,2,3,2,40.60,52.05,42.15,0.152,0.273,0.263,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Baines,Harold,12,2,5,2,2,0,1,2,1,0,0,0,0,D,E,8,C,L,0,0,0,0,0,0,0,0,0,41.20,28.70,42.55,0.417,0.833,0.500,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Walton,Jerome,12,2,5,4,0,0,0,0,1,0,0,0,0,C,E,12,C,R,0,0,4,0,0,0,3,3,3,34.80,29.85,43.25,0.417,0.417,0.417,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Grieve,Ben,20,4,7,3,1,0,1,3,8,0,0,0,0,D,E,12,C,L,0,0,0,0,0,0,0,0,0,47.00,50.10,44.30,0.350,0.550,0.435,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Hoiles,Chris,30,3,6,4,3,0,1,8,9,1,0,0,0,D,E,9,D,R,0,3,4,0,0,5,0,0,0,39.80,45.20,44.70,0.200,0.400,0.385,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Anderson,Brady,23,4,6,3,2,0,0,1,1,2,0,0,0,C,B,16,C,L,0,0,0,0,0,0,0,1,0,43.00,44.20,46.40,0.261,0.348,0.346,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Stairs,Matt,28,3,6,2,1,0,0,1,5,0,0,0,0,C,D,10,C,L,0,0,4,0,0,0,4,0,4,45.75,40.35,48.00,0.214,0.250,0.241,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Williams,George,37,10,13,8,0,0,3,5,9,0,0,0,0,C,E,10,C,R,0,4,0,0,0,0,0,0,0,48.50,48.10,48.70,0.351,0.595,0.429,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Magadan,Dave,19,2,7,3,0,0,1,1,5,0,0,0,0,C,E,8,B,L,0,0,4,0,0,4,0,0,0,51.70,34.00,54.00,0.368,0.526,0.400,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Alomar,Roberto,22,5,6,4,1,0,1,3,5,1,0,0,0,A,B,15,B,R,0,0,0,1,0,0,0,0,0,47.00,30.50,53.55,0.273,0.455,0.385,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Baltland,Ledesma,Aaron,33,5,12,3,2,0,0,4,5,2,0,0,0,D,D,12,C,R,0,0,4,3,4,4,0,0,0,46.20,57.10,59.75,0.364,0.424,0.462,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
